10	2.558466 2.17108 -1.6280998 -1.9104059 -1.9959456 -2.0103717 -2.0997734 -1.8524225 -1.9293497 -1.8954283 -2.2585325 -1.9359446 -2.0366879 -1.8867435 -1.8860291 -1.905723 -1.7986813 -1.868986 -1.8118255 -1.7911525 -1.7132325 -2.2009912 -2.0492177 -1.8403795 -1.586546 -1.956348 -1.67782 -1.8728857 -1.9619055 -2.0022485 -1.9090645 -1.7329004 -1.8726256 -2.0217004 -1.9293735 -2.0166063 -1.6633574 -2.0146313 -1.9040728 -1.9372022 -1.94648 -2.0164967 -1.7944338 -1.9563916 -2.0223727 -1.9836377 -1.9743383 -1.8903973 -2.0097346 -1.728095 -1.9965692 -1.7553279 -1.9487197 -2.0455446 -1.9132609 -1.8032494 -1.7338462 -2.0393314 -1.9424198 -1.8270464 -1.8136327 -1.8718493 -1.834182 -1.9199178 -2.013897 -2.1835861 -1.7469988 -1.9348142 -1.769165 -1.7219987 -1.7084858 -1.8633606 -1.9862466 -2.197691 -2.0244944 -1.9241061 -1.7158418 -1.831001 -1.9639006 -2.1053977 -1.918104 -2.085012 -1.941004 -1.6225678 -1.7757547 -1.7591279 -1.959785 -1.9812717 -2.0111191 -1.7888684 -1.9681771 -1.811207 -1.8535745 -1.9287112 -1.9727083 -2.0110765 -2.0845923 -1.8124161 -2.0402944 -1.9864273 -1.9020311 -2.0752263 -1.8454978 -1.8265643 -1.8320451 -2.1166964 -1.9872392 -1.8656921 -2.0135484 -1.8920794 -1.9269733 -1.9463603 -1.9215362 -2.0016408 -1.9432261 -1.9815924 -1.8085711 -1.9465733 -2.0274212 -1.717757 -2.0290668 -1.9276774 -1.8755094 -1.7696524 -1.9090889 -1.8724914 -1.7526801 -1.9893451
11	2.5274355 2.2127686 -1.60723 -1.9370837 -1.9644545 -2.051763 -2.0734186 -1.794802 -1.9081941 -1.8422048 -2.255528 -1.9373055 -2.040484 -1.9373488 -1.9122574 -1.9039493 -1.8251562 -1.8973815 -1.7767658 -1.7556988 -1.6842458 -2.146553 -2.0276113 -1.8360639 -1.5337341 -1.9184079 -1.6885338 -1.8378063 -1.9199963 -2.0312774 -1.8970921 -1.6775243 -1.8619225 -1.9795823 -1.9169092 -2.038825 -1.6868241 -1.9499689 -1.8811235 -1.8526771 -1.932415 -1.9981639 -1.8198633 -1.9722533 -2.017156 -2.003369 -2.0121293 -1.837279 -2.017427 -1.691805 -2.0625663 -1.7881215 -1.9108145 -2.052228 -1.8651521 -1.7802033 -1.7713091 -2.071939 -1.8794025 -1.868717 -1.8052332 -1.8473161 -1.824693 -1.8966151 -2.0066915 -2.188809 -1.7268745 -1.9730551 -1.702661 -1.7339036 -1.7413814 -1.8316231 -1.9972129 -2.166555 -2.034371 -1.9712753 -1.8116276 -1.7789786 -1.9323174 -2.049242 -1.9358939 -2.0565872 -1.9386153 -1.6171691 -1.7286091 -1.72557 -1.9261336 -1.9949625 -2.0439346 -1.7789369 -1.9420314 -1.8687439 -1.8534821 -1.9083705 -1.9350784 -2.031638 -2.0588481 -1.7544122 -1.9501388 -1.969991 -1.8850268 -2.056572 -1.833226 -1.8115059 -1.7904958 -2.1458688 -2.0081859 -1.777836 -2.0326319 -1.8773136 -1.8928907 -1.9373573 -1.8938622 -1.9874709 -1.9843442 -1.9720396 -1.7669685 -1.9838189 -2.0229952 -1.7389417 -2.0183415 -1.9242079 -1.9196501 -1.6796795 -1.8814846 -1.8971641 -1.7047882 -1.9718275
12	2.4166021 2.4257302 -2.0637465 -2.1530018 -2.23353 -2.2487793 -2.3933434 -2.2319813 -2.146662 -2.3285432 -2.5164185 -2.3268585 -2.2776694 -2.1691082 -2.2042737 -2.1517725 -2.0637374 -2.1984425 -2.0931118 -2.1240454 -1.9773918 -2.3061798 -2.244278 -2.191824 -1.7957742 -2.171433 -1.9995654 -2.0483425 -2.2311935 -2.2080593 -2.1838622 -2.1684074 -2.118099 -2.2137249 -2.0412924 -2.25626 -1.9708796 -2.1820917 -2.071258 -2.2438254 -2.0797684 -2.1296954 -2.1070962 -2.2346168 -2.1712694 -2.241199 -2.3839223 -2.1555214 -2.3054504 -2.0722446 -2.2326279 -2.222972 -2.2362616 -2.2971692 -2.133636 -2.039353 -2.1050348 -2.3632789 -2.3323832 -2.1680417 -2.0027833 -2.1912339 -2.1112878 -2.1069412 -2.1529956 -2.5549512 -2.1103065 -2.2565012 -1.8828492 -2.0696588 -2.025722 -2.132459 -2.360448 -2.3398995 -2.1713204 -2.25457 -2.0860035 -2.1733887 -2.2818165 -2.4134064 -2.3186493 -2.2999694 -2.2867475 -1.9682014 -2.0551758 -2.0838432 -2.2198224 -2.3021576 -2.3646874 -2.2071648 -2.2465582 -2.0754023 -2.1282744 -2.226837 -2.1605384 -2.24288 -2.3814113 -2.0624516 -2.2967734 -2.406859 -2.1801486 -2.3919086 -2.1266224 -2.033216 -2.15146 -2.4872289 -2.3693957 -2.147903 -2.3687594 -2.169664 -2.08182 -2.2221456 -2.177293 -2.290127 -2.2247765 -2.1504269 -2.1113596 -2.2838795 -2.4200244 -2.0454133 -2.1666508 -2.2516923 -2.0542624 -1.9670823 -2.3000584 -2.1550202 -2.158773 -2.2785888
13	2.6025238 2.6917393 -1.9934227 -2.1686592 -2.1967587 -2.3360782 -2.2376876 -2.2399526 -2.2032986 -2.31258 -2.620142 -2.3900094 -2.3958123 -2.1899242 -2.2183719 -2.3155618 -2.1916213 -2.2576284 -2.033913 -2.1705222 -2.0429275 -2.158547 -2.2215304 -2.215364 -1.9806919 -2.1815963 -1.999419 -1.9141335 -2.1159925 -2.279584 -2.0934927 -2.1491208 -2.0830722 -2.2378113 -2.1155643 -2.3579307 -1.9680703 -2.186351 -2.0755146 -2.1594844 -2.1281726 -2.122287 -2.2818677 -2.1671984 -2.3175263 -2.1963453 -2.3040428 -2.2280555 -2.3797667 -2.100326 -2.3252602 -2.1011505 -2.190566 -2.2924848 -2.0593414 -2.075211 -2.0508018 -2.2721157 -2.133374 -2.106034 -2.1254382 -2.1596065 -2.1755652 -2.1570747 -2.1707287 -2.504451 -2.001084 -2.199888 -1.9619238 -2.046827 -2.0053735 -2.0525303 -2.337664 -2.4043257 -2.2010567 -2.284891 -2.1062918 -2.2333179 -2.3093243 -2.40121 -2.1113338 -2.2872775 -2.2059515 -1.8895297 -2.0039797 -2.0457397 -2.3229666 -2.2993731 -2.2595205 -2.1439798 -2.2521915 -2.1216426 -2.082697 -2.1721072 -2.1669092 -2.3610578 -2.340705 -2.1502824 -2.2351637 -2.3780084 -2.1887097 -2.485064 -2.2357454 -2.1379836 -2.087892 -2.4549081 -2.3689597 -2.0710835 -2.351572 -2.1347003 -2.1582341 -2.329258 -2.108976 -2.2933054 -2.2523122 -2.24608 -2.0221834 -2.4243336 -2.3409333 -1.9677644 -2.2846909 -2.162031 -2.0980635 -2.04556 -2.2108712 -2.1311584 -2.0508409 -2.2451463
14	2.684791 2.61968 -1.9998736 -2.153068 -2.1733456 -2.3137178 -2.2554255 -2.2415922 -2.182873 -2.3734047 -2.610015 -2.3574846 -2.4285066 -2.261217 -2.2204413 -2.2793033 -2.1669495 -2.2354956 -2.0611358 -2.159021 -2.0835075 -2.143768 -2.208313 -2.2576454 -1.9648488 -2.1474512 -1.9955499 -1.9958858 -2.1430302 -2.2782617 -2.0805542 -2.1226664 -2.0697498 -2.2533302 -2.109849 -2.3977587 -1.961299 -2.2381072 -2.109367 -2.2164524 -2.1508589 -2.1269238 -2.3196502 -2.2212446 -2.272545 -2.2250419 -2.2884269 -2.209378 -2.3542686 -2.0770252 -2.3245282 -2.0467544 -2.1986232 -2.3351173 -2.049705 -2.115546 -2.097034 -2.279726 -2.201765 -2.1275413 -2.111272 -2.1551895 -2.1495836 -2.1924691 -2.1678638 -2.4900477 -2.0077715 -2.1868553 -2.0223777 -2.0435216 -1.9843197 -2.096487 -2.3242311 -2.3802948 -2.2457895 -2.273388 -2.1401849 -2.229022 -2.3223643 -2.4184444 -2.1295133 -2.2970994 -2.1569886 -1.8939338 -2.003286 -2.0499215 -2.2995834 -2.2594428 -2.249636 -2.0994887 -2.2195508 -2.0734882 -2.0366855 -2.1451778 -2.162897 -2.3371902 -2.3845053 -2.188582 -2.2880883 -2.4249015 -2.2450042 -2.4621391 -2.2458534 -2.1378853 -2.1702952 -2.496299 -2.3598256 -2.1441767 -2.3770177 -2.147808 -2.1389236 -2.342558 -2.0811677 -2.2745984 -2.2673779 -2.2441187 -1.9952929 -2.4265609 -2.3455904 -1.981061 -2.3038447 -2.113012 -2.044228 -2.0374882 -2.2345989 -2.1336753 -2.0789988 -2.2575986
15	2.7424877 2.6034489 -2.0137467 -2.2254016 -2.187838 -2.367681 -2.3039098 -2.2549467 -2.2737741 -2.3177886 -2.6648312 -2.3874137 -2.4557528 -2.2342749 -2.246025 -2.2929678 -2.2735696 -2.2597485 -2.0624237 -2.2103353 -2.0695531 -2.2746892 -2.2429965 -2.2286277 -1.9420197 -2.2261205 -1.9935093 -2.0242271 -2.1654382 -2.2663016 -2.138198 -2.146794 -2.1306667 -2.3128917 -2.1315894 -2.360764 -1.9014574 -2.2411354 -2.1132205 -2.2225945 -2.1920078 -2.2123928 -2.3484907 -2.2107496 -2.2807298 -2.2619214 -2.2623262 -2.2703314 -2.3502765 -2.0802748 -2.3365479 -2.112617 -2.2394118 -2.3304057 -2.0807152 -2.1225793 -2.1610503 -2.2738547 -2.1936367 -2.152007 -2.1202781 -2.1705337 -2.225422 -2.174231 -2.216735 -2.5625954 -2.032576 -2.2263484 -2.0102046 -2.0654411 -1.9661012 -2.0877085 -2.3992057 -2.469668 -2.2983003 -2.281168 -2.0830832 -2.2585068 -2.390192 -2.429481 -2.1944425 -2.34873 -2.1645088 -1.8849814 -2.0087585 -2.0562265 -2.3509574 -2.2864537 -2.2858524 -2.1810284 -2.2332535 -2.1309266 -2.025676 -2.1802187 -2.2222257 -2.3599954 -2.3955717 -2.1901696 -2.2885299 -2.4008927 -2.202856 -2.5157564 -2.2408824 -2.1420588 -2.1417975 -2.499012 -2.3477528 -2.1438563 -2.3851984 -2.1353142 -2.133275 -2.3642573 -2.1463442 -2.3294237 -2.2868562 -2.2277446 -2.0476277 -2.4675863 -2.4311996 -1.9707038 -2.3621652 -2.1835842 -2.115671 -2.0584838 -2.317332 -2.102869 -2.0783827 -2.2818666
16	2.6039276 2.7506027 -2.04082 -2.1975043 -2.243723 -2.3591585 -2.2947202 -2.238615 -2.1946478 -2.3235102 -2.6519969 -2.4465725 -2.4015555 -2.2679458 -2.225646 -2.317823 -2.2390985 -2.3081846 -2.0224805 -2.2134209 -2.0907333 -2.2396836 -2.236453 -2.2346349 -2.0024421 -2.167464 -2.0268927 -1.9517908 -2.1366124 -2.2802103 -2.165106 -2.1955428 -2.0951488 -2.2355878 -2.0808597 -2.369168 -1.9854405 -2.1970327 -2.1053948 -2.2244167 -2.1759038 -2.1660593 -2.3554268 -2.207352 -2.2543743 -2.2206666 -2.2982368 -2.262649 -2.3364038 -2.1122875 -2.3313751 -2.1628444 -2.2250426 -2.3054557 -2.1340957 -2.1419003 -2.136812 -2.3088455 -2.2343068 -2.1792784 -2.160779 -2.2124233 -2.2510948 -2.1596818 -2.1830454 -2.5474133 -2.0302887 -2.2456985 -1.9851358 -2.073312 -1.9986863 -2.0955124 -2.3691807 -2.4642882 -2.2491388 -2.35576 -2.0999322 -2.2174926 -2.3130605 -2.4357314 -2.1323783 -2.2943702 -2.2028954 -1.9157989 -2.0101435 -2.1399999 -2.3406458 -2.30792 -2.2632327 -2.1484926 -2.24466 -2.1403854 -2.1273074 -2.2174459 -2.2156243 -2.3554096 -2.3467884 -2.19934 -2.2883146 -2.4109092 -2.2013545 -2.5152035 -2.2558224 -2.1552124 -2.1388109 -2.4912782 -2.4274201 -2.1631148 -2.412353 -2.1237059 -2.1343575 -2.3609939 -2.1604137 -2.3088408 -2.2408154 -2.2770042 -2.030179 -2.4402003 -2.3899674 -1.9749017 -2.3293893 -2.2038999 -2.1365337 -2.0610242 -2.2662222 -2.1540961 -2.0746753 -2.2742152
17	2.6066465 2.680723 -1.9922571 -2.2069612 -2.1914377 -2.3422546 -2.2550263 -2.2618523 -2.214557 -2.266452 -2.6110733 -2.3945842 -2.4319396 -2.2481313 -2.200867 -2.2743678 -2.2013736 -2.2947912 -2.014409 -2.1470752 -2.0284932 -2.2080443 -2.2424695 -2.224119 -1.9739146 -2.1595662 -2.0386186 -2.0578473 -2.1316876 -2.2994497 -2.2149525 -2.1494882 -2.0524788 -2.224791 -2.153125 -2.3921573 -1.9731605 -2.150353 -2.090852 -2.2426667 -2.106596 -2.0756345 -2.2711806 -2.2082222 -2.259467 -2.2073035 -2.3249273 -2.2680435 -2.3358083 -2.115068 -2.2802393 -2.127539 -2.19108 -2.3225992 -2.1097336 -2.1008706 -2.083415 -2.2982955 -2.1523829 -2.1555443 -2.10821 -2.162692 -2.1676712 -2.2347155 -2.1790972 -2.4725976 -2.0138776 -2.218019 -2.011221 -2.0943193 -1.979886 -2.0378702 -2.3962934 -2.423761 -2.3111587 -2.3046093 -2.1242433 -2.2469754 -2.3706157 -2.428876 -2.1780353 -2.3112133 -2.1902719 -1.8782218 -1.9721794 -2.1108809 -2.333764 -2.322496 -2.3500376 -2.148027 -2.2767522 -2.14247 -2.109473 -2.2020917 -2.1656685 -2.3635077 -2.355914 -2.1910324 -2.2263284 -2.3523507 -2.2161112 -2.4623635 -2.2831206 -2.197909 -2.133645 -2.4424405 -2.3267999 -2.093598 -2.426519 -2.096652 -2.1633444 -2.350803 -2.1006796 -2.2467136 -2.257915 -2.2570302 -2.0161717 -2.40516 -2.3445187 -1.9457216 -2.3105156 -2.121883 -2.0980098 -2.0737262 -2.2614863 -2.118091 -2.056979 -2.2890775
18	2.3520977 2.1580079 -1.9178593 -2.1084876 -2.1878157 -2.1214871 -2.252953 -2.0548847 -2.1026316 -2.1416411 -2.3994396 -2.2149816 -2.190038 -2.1022096 -2.2071953 -2.2048244 -2.0307539 -2.1307712 -1.9931012 -1.975774 -1.9441472 -2.221178 -2.138805 -2.0278654 -1.7149801 -1.9928629 -1.9177172 -1.9744431 -2.03822 -2.1920567 -2.0659223 -1.8812947 -1.9272175 -2.1040046 -2.0305967 -2.247462 -1.8798127 -2.0477216 -1.9968574 -2.0828772 -2.0337853 -1.9810581 -2.2516303 -2.131303 -2.2149282 -2.0323792 -2.156096 -1.9494737 -2.2596025 -1.9722877 -2.20817 -2.0789804 -2.0982356 -2.1403387 -2.0437388 -2.0486414 -1.9635129 -2.2771 -2.0846539 -1.9819124 -1.9275115 -2.0853786 -2.0444713 -2.01583 -2.0682647 -2.3658333 -1.9456174 -2.035164 -1.8626218 -1.9194036 -1.9877996 -2.1906447 -2.10674 -2.1984086 -2.1201358 -2.1669745 -2.0009294 -2.0647538 -2.167954 -2.2267132 -2.1592627 -2.166191 -2.1248999 -1.9218621 -1.884618 -2.044326 -2.1046445 -2.2070675 -2.2139192 -1.9992576 -2.1475306 -1.9617016 -2.0002651 -2.0806403 -2.1291513 -2.2151353 -2.204328 -2.0045443 -2.2395792 -2.195224 -2.038506 -2.2401502 -2.049576 -2.0716443 -2.0560732 -2.3651018 -2.2621477 -2.0672877 -2.2242284 -2.121171 -1.9657731 -2.2000272 -2.058122 -2.1477675 -2.1731844 -1.9872813 -1.9460487 -2.2291424 -2.3234663 -1.9690512 -2.1414695 -2.2426376 -2.067143 -1.7378471 -2.1835358 -2.1049964 -1.9791437 -2.1353521
19	2.3920429 2.5851135 -1.8669333 -2.0586734 -2.086753 -2.1995118 -2.2136326 -2.0087023 -1.9834452 -2.2040315 -2.5109677 -2.1416578 -2.1224709 -2.056016 -2.0734098 -2.0886798 -2.0717514 -2.0657914 -1.9169843 -1.9341536 -1.9020361 -2.1727545 -2.0639548 -1.9780469 -1.7226516 -1.9592686 -1.8204732 -1.8249032 -2.0004792 -2.1722262 -1.9848751 -2.0117075 -1.8732421 -2.125868 -1.9867519 -2.297608 -1.9119301 -2.0055108 -1.9769809 -2.0009482 -2.0018804 -2.1120694 -2.1986487 -2.1049168 -2.06815 -2.0790706 -2.0205984 -1.996305 -2.260707 -1.9519598 -2.206462 -1.8325644 -1.9761078 -2.1638303 -1.8206744 -1.9485312 -1.9393156 -2.0923135 -2.0868766 -1.9716636 -1.9350026 -1.9844697 -2.0362253 -2.03327 -2.164122 -2.3700979 -1.9389925 -2.021824 -1.7158728 -2.0494673 -1.8996689 -2.0039568 -2.1902409 -2.3039894 -2.0760307 -2.1794538 -2.0736587 -1.9749212 -2.0371506 -2.2405849 -2.0081973 -2.1935267 -2.1045651 -1.8031917 -1.7447248 -1.907649 -1.9149854 -2.2246103 -2.1930661 -1.9753368 -2.1815224 -1.9959997 -1.8918487 -2.0734406 -2.0899217 -2.128738 -2.2510705 -1.9792469 -2.10441 -2.086012 -1.8994197 -2.2154403 -2.0279384 -1.9638622 -2.059833 -2.1965704 -2.2485738 -1.9715681 -2.166167 -1.9785495 -1.8537533 -2.0827951 -2.0153968 -2.1900587 -2.129326 -2.0361521 -1.8982804 -2.105646 -2.113155 -1.8250834 -2.0561304 -1.9753746 -2.016007 -1.7974472 -2.0226958 -2.0066025 -1.9964983 -2.1505272
20	2.4894276 2.7247312 -1.986579 -2.203978 -2.1916122 -2.3184023 -2.3039594 -2.1416535 -2.0622437 -2.2934532 -2.6015272 -2.2937014 -2.240375 -2.140583 -2.1413848 -2.1772208 -2.1031995 -2.088743 -2.0367236 -2.0457227 -2.0009065 -2.244722 -2.2248158 -2.108015 -1.7682807 -2.0770407 -1.8768642 -1.8767135 -2.1577191 -2.263147 -2.1188555 -2.0242488 -1.9403365 -2.1549835 -2.0987296 -2.4458575 -2.0256982 -2.1074352 -2.0914183 -2.0996604 -2.094678 -2.208146 -2.2644787 -2.2245154 -2.14725 -2.2028136 -2.1426654 -2.0800695 -2.3453808 -2.053168 -2.271346 -1.9409151 -2.098295 -2.2872753 -1.9507313 -1.9936827 -1.9829252 -2.196096 -2.179783 -2.1312814 -1.9733512 -2.0865402 -2.1198945 -2.0670612 -2.1843739 -2.49709 -2.0681353 -2.1672916 -1.8117083 -2.1725698 -1.9795233 -2.1399412 -2.330793 -2.3687553 -2.2179942 -2.2595692 -2.1610675 -2.1161375 -2.1442773 -2.260613 -2.0789661 -2.259413 -2.1506493 -1.886929 -1.9357431 -2.0425005 -2.0600634 -2.2928143 -2.3195586 -2.055479 -2.2245991 -2.1271822 -2.0204992 -2.213066 -2.2008057 -2.3138795 -2.299677 -2.0632784 -2.2348356 -2.2610614 -1.9699605 -2.2721875 -2.1633515 -2.111059 -2.1396475 -2.260487 -2.3398805 -2.1099622 -2.3460927 -2.0718915 -1.9851394 -2.1768396 -2.0983405 -2.3177075 -2.2424645 -2.0422978 -1.9877534 -2.1506548 -2.2819924 -1.9346735 -2.1962814 -2.1256552 -2.1295743 -1.904876 -2.148397 -2.1132169 -2.069383 -2.2474701
21	2.448442 2.6787667 -1.931824 -2.2102492 -2.2331362 -2.2600684 -2.2448707 -2.0960429 -2.0750735 -2.330841 -2.6090143 -2.24154 -2.2100792 -2.1055055 -2.1593838 -2.1884987 -2.1122227 -2.1393116 -2.0426772 -1.9899337 -1.9839696 -2.192471 -2.1739597 -2.0298665 -1.7567115 -2.038815 -1.8760445 -1.807019 -2.0784917 -2.1812463 -2.0683365 -2.0332413 -1.9183095 -2.2098522 -2.0609622 -2.4182801 -1.9956515 -2.0966704 -2.0564437 -2.0738325 -2.1057959 -2.1599226 -2.3127959 -2.202926 -2.1598303 -2.1212316 -2.0658658 -2.119421 -2.3355134 -2.015371 -2.2388048 -1.9549687 -2.0391672 -2.2652483 -1.9709432 -2.0075686 -1.960905 -2.1365533 -2.123435 -2.0647266 -2.003579 -2.0471683 -2.1266782 -2.0723534 -2.2044854 -2.4524622 -2.0434535 -2.122826 -1.7654059 -2.1524782 -2.0163174 -2.1306467 -2.3024764 -2.3477964 -2.2152352 -2.2745898 -2.1465049 -2.0395124 -2.129862 -2.2593486 -2.0702813 -2.172941 -2.183003 -1.8590207 -1.8669108 -2.0085597 -2.0212333 -2.226416 -2.2961636 -2.0227737 -2.2281933 -2.0796156 -1.9325179 -2.1615682 -2.1964374 -2.2504365 -2.2706738 -2.0424085 -2.1729817 -2.1991796 -1.9593446 -2.3321202 -2.145331 -2.0436144 -2.1176739 -2.2450924 -2.3560228 -2.030162 -2.2573907 -2.064764 -1.9859688 -2.2027318 -2.102435 -2.2720718 -2.2421925 -2.038635 -1.958414 -2.1791515 -2.1930132 -1.899924 -2.1688318 -2.1061645 -2.0514054 -1.858571 -2.1586928 -2.1297507 -2.0672848 -2.1767085
22	2.5429654 2.5519655 -1.916527 -2.1751947 -2.1319938 -2.2644615 -2.280377 -2.0543623 -2.0139735 -2.259681 -2.4657545 -2.200348 -2.1497457 -2.084239 -2.1113296 -2.1506016 -2.0390153 -2.0754154 -2.013008 -1.9721935 -1.9237776 -2.2175298 -2.0915904 -2.0315835 -1.7344704 -2.0454254 -1.845827 -1.8515642 -2.1163838 -2.2024682 -2.0399008 -2.0286772 -1.8539695 -2.1407843 -2.0161302 -2.4049191 -1.9521594 -2.0875409 -2.0487514 -2.030599 -2.02907 -2.1749291 -2.2035618 -2.1604915 -2.1557837 -2.0742788 -2.1104233 -2.0399504 -2.3439112 -2.0298219 -2.297803 -1.8633089 -2.0787332 -2.2342882 -1.9222839 -2.0007167 -1.9645345 -2.1501727 -2.111905 -2.0627813 -1.9082977 -2.0639677 -2.057322 -2.0528564 -2.1772864 -2.4019268 -1.9838607 -2.1082773 -1.7694702 -2.0518634 -1.8999885 -2.050152 -2.2252219 -2.3512912 -2.1562889 -2.198525 -2.1049533 -1.9997947 -2.1149569 -2.2410564 -2.0357804 -2.1637006 -2.119687 -1.85586 -1.8267074 -1.9291494 -1.9895571 -2.1805859 -2.2847755 -2.0040383 -2.2342706 -2.0438628 -1.9797913 -2.1276093 -2.1695864 -2.2065685 -2.292993 -2.0250878 -2.2142367 -2.2212198 -2.0053616 -2.2326186 -2.045505 -1.9710429 -2.0514183 -2.2578747 -2.2323508 -2.0093017 -2.2431784 -2.020622 -1.9332054 -2.0943334 -2.0323057 -2.2485294 -2.228312 -2.0549216 -1.9130783 -2.1529977 -2.2101703 -1.8665035 -2.17469 -2.014163 -2.0035818 -1.8122892 -2.0791717 -2.0499847 -2.0348346 -2.2149708
23	2.401227 2.5691519 -1.9104495 -2.1140158 -2.076256 -2.1604147 -2.1462677 -2.0208359 -1.9109421 -2.2418919 -2.5155687 -2.1802502 -2.128261 -1.9729389 -2.070623 -2.1319797 -2.0109334 -2.0534337 -1.9413437 -1.8999417 -1.8829958 -2.1412063 -2.0920763 -1.9756024 -1.6732665 -1.9726342 -1.7805622 -1.786026 -2.0232518 -2.1744018 -2.0205445 -1.9915218 -1.8225896 -2.147674 -2.0065622 -2.290699 -1.907377 -2.0347989 -2.0073636 -2.0342908 -2.0046484 -2.0899427 -2.1859698 -2.18093 -2.038773 -2.0673637 -2.0533257 -2.0121913 -2.2591538 -2.0431073 -2.1582355 -1.8797033 -1.9842052 -2.1684566 -1.8966081 -1.9051931 -1.9186369 -2.0567944 -2.0423818 -2.0428638 -1.8828983 -2.0119705 -2.0663166 -2.016627 -2.1401267 -2.3370085 -1.9006443 -2.0672164 -1.7338936 -2.0425258 -1.8657763 -2.0229847 -2.1869755 -2.2834277 -2.1059885 -2.1763225 -2.077826 -1.9665928 -2.0239396 -2.217258 -1.957866 -2.1625273 -2.0413506 -1.8177884 -1.7991388 -1.8733358 -1.9414439 -2.1905034 -2.1756544 -1.9625369 -2.1702147 -2.0084057 -1.9525037 -2.104491 -2.0759616 -2.171267 -2.2315726 -1.9988744 -2.1437383 -2.126578 -1.9356012 -2.2431035 -2.0218477 -2.0005693 -2.0396214 -2.2111106 -2.2020102 -1.9441755 -2.1902168 -1.9881103 -1.8273126 -2.0353286 -2.0329854 -2.1937022 -2.1090112 -1.9870831 -1.9450169 -2.059957 -2.1282315 -1.8347411 -2.0998285 -1.9623908 -1.9951632 -1.7834163 -2.015906 -2.0352051 -1.9522314 -2.1672096
24	2.4219384 2.4370277 -1.9400316 -2.0603046 -2.162311 -2.2798996 -2.3612235 -2.2119675 -2.2377949 -2.211952 -2.540574 -2.3798711 -2.2736096 -2.1253712 -2.1613884 -2.063815 -2.0593705 -2.2032683 -2.0051856 -1.9598893 -2.0873206 -2.1964273 -2.204998 -2.084581 -1.7338958 -2.0361633 -1.9795113 -1.9278553 -2.0861282 -2.156557 -2.1252046 -2.0963902 -1.9465953 -2.2006154 -2.068025 -2.2041464 -1.9899755 -2.0732682 -1.9832692 -2.0989027 -2.1234086 -2.0428405 -2.2536974 -2.2080007 -2.157125 -2.1544628 -2.270665 -2.0994437 -2.2972379 -1.9738963 -2.3240018 -2.0219955 -2.1219358 -2.2419784 -2.0676193 -1.9968424 -2.022321 -2.2893443 -2.0779066 -2.086107 -1.9402575 -1.9446465 -2.1088939 -2.1004748 -2.1566782 -2.4948187 -1.9664638 -2.244637 -1.8625325 -2.0467324 -1.9533019 -2.1515188 -2.3355007 -2.3646219 -2.1046295 -2.226575 -2.1770053 -2.1858604 -2.167491 -2.2606325 -2.1851037 -2.2455952 -2.1510077 -1.9171755 -1.9103416 -2.0588343 -2.1182346 -2.2894292 -2.2397194 -2.1758056 -2.22148 -2.011078 -1.9482877 -2.0595083 -2.09863 -2.343274 -2.443798 -2.1152015 -2.167498 -2.237196 -2.0551023 -2.3181915 -2.1515727 -2.048738 -2.013393 -2.3497112 -2.3607917 -2.0164587 -2.313558 -2.1485605 -1.9758011 -2.208093 -2.1027343 -2.24371 -2.2027311 -2.0522354 -2.0128229 -2.2424603 -2.3490896 -1.8618739 -2.101284 -2.0735574 -2.0975232 -1.9229214 -2.1764283 -2.1106255 -1.9725306 -2.158226
25	2.8085902 2.4332993 -1.8810656 -2.1687963 -2.137854 -2.2261343 -2.346143 -2.175554 -2.117607 -2.3288817 -2.6080422 -2.3150926 -2.2322557 -2.1376214 -2.26544 -2.2145586 -2.0427234 -2.1892216 -2.1026056 -2.0986156 -1.9576306 -2.334342 -2.194931 -2.0677593 -1.8111439 -2.0562782 -1.8787539 -2.0506656 -2.1684914 -2.266264 -2.0988116 -1.8657143 -2.0616255 -2.2001183 -2.1312766 -2.3153498 -2.003529 -2.2829258 -2.1582346 -2.1936955 -2.1585217 -2.1508636 -2.2335482 -2.1837318 -2.1925707 -2.1370678 -2.3275716 -2.2037978 -2.3211975 -2.0945942 -2.2635176 -2.0683038 -2.146809 -2.330779 -2.158957 -2.0680308 -2.0186162 -2.2903118 -2.278302 -2.0343432 -1.9353395 -2.1870742 -2.1205134 -2.2274134 -2.228327 -2.5496974 -2.0280495 -2.1517167 -1.9697602 -2.0349965 -2.0291214 -2.2187715 -2.2897844 -2.4130268 -2.3071947 -2.1776624 -2.094555 -2.1106994 -2.2615392 -2.3758473 -2.223607 -2.305266 -2.1455255 -1.9517996 -2.0561283 -1.9895002 -2.243422 -2.2673097 -2.339448 -1.949249 -2.2684345 -2.0100183 -2.088429 -2.224349 -2.2357888 -2.1778872 -2.339441 -2.1036108 -2.331437 -2.3959851 -2.1893487 -2.4129372 -2.1153202 -2.2355413 -2.1571822 -2.4879582 -2.3540225 -2.1188092 -2.3177133 -2.1250072 -2.1319957 -2.2197394 -2.1246972 -2.2334938 -2.2047107 -2.2191916 -2.0430295 -2.3289895 -2.3209877 -1.9873974 -2.2266755 -2.203894 -2.199584 -1.8761202 -2.2440877 -2.2039018 -2.1628122 -2.3578541
